Key,English,Indonesian
PROPQUEST_SCENARIO_INC_002570,Your incompetence is pathetic... GO! Defeat a Violet masquerpet to release the first binding.,Ketidakmampuanmu menyedihkan.. PERGI! Kalahkan masquerpet Violet untuk melepaskan ikatan pertama.
PROPQUEST_SCENARIO_INC_002571,Collect a Corrupted Symbol of Shade from a Violet masquerpet in Darkon 1.,Kumpulkan Corrupted Symbol of Shade dari Violet masquerpet di Darkon 1.
PROPQUEST_SCENARIO_INC_002572,Throwing Shade,Throwing Shade
PROPQUEST_SCENARIO_INC_002573,Well you've proven yourself to have some strength at least. There are still three more bindings to shatter though.,"Nah, setidaknya Anda telah membuktikan diri Anda memiliki kekuatan. Masih ada tiga ikatan lagi yang harus dihancurkan."
PROPQUEST_SCENARIO_INC_002574,"You won't find anymore Symbols of Shade with that same level of power. I don't care where you get them from, but bring me 5 normal Symbols of Shade to break the next binding. Symbols of Shade drop from Violet masquerpets.","Anda tidak akan menemukan lagi Symbols of Shade dengan tingkat kekuatan yang sama. Saya tidak peduli dari mana Anda mendapatkannya, tetapi bawakan saya 5 Symbols of Shade normal untuk memutuskan ikatan berikutnya. Symbols of Shade jatuh dari Violet masquerpet."
PROPQUEST_SCENARIO_INC_002575,WHAT!? You don't trust me or something?,APA!? Anda tidak mempercayai saya atau sesuatu?
PROPQUEST_SCENARIO_INC_002576,"Wahahahaha! You really are something, aren't you! I'm surprised you were powerful enough to take down so many Violet masquerpets. And with that, the second binding has been released!","Wahahahaha! Anda benar-benar sesuatu, bukan! Aku terkejut kau cukup kuat untuk menjatuhkan begitu banyak Violet masquerpet. Dan dengan itu, pengikatan kedua telah dilepaskan!"
PROPQUEST_SCENARIO_INC_002577,Can't you figure this out on your own? Go kill Violet masquerpets for their Symbols of Shade!,Tidak bisakah kamu mencari tahu ini sendiri? Bunuh penyamar Violet untuk Symbols of Shade mereka!
PROPQUEST_SCENARIO_INC_002578,Collect 5 Symbol of Shade from Violet masquerpets.,Kumpulkan 5 Symbol of Shade dari Violet masquerpets.
PROPQUEST_SCENARIO_INC_002579,Font of Power,Font of Power
PROPQUEST_SCENARIO_INC_002580,I can feel my power slowly returning... HAHAHAHAHA! Yes... yes... time for another binding to be released!,Aku bisa merasakan kekuatanku perlahan kembali.. HAHAHAHAHA! Ya .. ya .. waktunya untuk ikatan lain dirilis!
PROPQUEST_SCENARIO_INC_002581,Take the cup from inside my chest and fill it with the powers from the nearby Altar of Violet.,Ambil cangkir dari dalam dadaku dan isi dengan kekuatan dari Altar of Violet terdekat.
PROPQUEST_SCENARIO_INC_002582,You could have had all the power... and now you will have nothing!,Kamu bisa memiliki semua kekuatan itu .. dan sekarang kamu tidak akan memiliki apa-apa!
PROPQUEST_SCENARIO_INC_002583,Ahhhh... Ahahahahaha... the weakness brought on from these bindings is finally being released. Just one binding left...,Ahhhh.. Ahahahahaha.. kelemahan yang ditimbulkan dari ikatan ini akhirnya terbongkar. Tinggal satu ikatan lagi..
PROPQUEST_SCENARIO_INC_002584,"You're wasting time! Go to the Altar of Violet, now!!","Kamu hanya membuang-buang waktu! Pergi ke Altar of Violet, sekarang!!"
PROPQUEST_SCENARIO_INC_002585,Visit the Atlar of Violet in Darkon 1.,Mengunjungi Altar of Violet di Darkon 1.
PROPQUEST_SCENARIO_INC_002586,An Evil Set Free,An Evil Set Free
PROPQUEST_SCENARIO_INC_002587,Just one binding is left... we must break it so I can grant you new strength!,Hanya satu ikatan yang tersisa.. kita harus mematahkannya agar aku bisa memberimu kekuatan baru!
PROPQUEST_SCENARIO_INC_002588,That foolish clown thought they hid his cache of power out of reach of my minions... HA! How wrong he was... Collect the cache and my bindings to this place will finally be broken! No one will be able to stop me either... unless that rat Reodos is still around.,Badut bodoh itu mengira mereka menyembunyikan cache kekuatannya dari jangkauan antek-antekku.. HA! Betapa salahnya dia .. Kumpulkan cache dan bindingku ke tempat ini akhirnya akan rusak! Tidak ada yang bisa menghentikanku juga.. kecuali tikus Reodos itu masih ada.
PROPQUEST_SCENARIO_INC_002589,ARGH!! You must set me free!,ARGH!! Anda harus membebaskan saya!
PROPQUEST_SCENARIO_INC_002590,Oh no... that Ancimys was one shackled by Bubble himself! It was once an ancient wizard with powerful black magic... this is very bad news.,Oh tidak.. itu Ancimys yang dibelenggu oleh Bubble sendiri! Itu pernah menjadi penyihir kuno dengan ilmu hitam yang kuat.. ini adalah berita yang sangat buruk.
PROPQUEST_SCENARIO_INC_002591,You are just as foolish as the clown... find his cache of power!,Kamu sama bodohnya dengan badut .. temukan cache kekuatannya!
PROPQUEST_SCENARIO_INC_002592,Find the Cache of Bubble.,Temukan Cache of Bubble.
PROPQUEST_SCENARIO_INC_002593,Envy Depths Part 2,Envy Depths Part 2
PROPQUEST_SCENARIO_INC_002594,The Black Magician Returns,The Black Magician Returns
PROPQUEST_SCENARIO_INC_002595,Throughout history the Black Magician has changed from person to person... the two best known are Great Magician Loala and the one you've just released... Lapranche.,Sepanjang sejarah Black Magician telah berubah dari orang ke orang.. dua yang paling terkenal adalah Great Magician Loala dan yang baru saja kamu rilis.. Lapranche.
PROPQUEST_SCENARIO_INC_002596,"While Loala has stood down from her post as the Black Magician, Lapranche's mind was enslaved by Shade, and granted an incredible dark power...","Sementara Loala mundur dari jabatannya sebagai Black Magician, pikiran Lapranche diperbudak oleh Shade, dan diberikan kekuatan kegelapan yang luar biasa.."
PROPQUEST_SCENARIO_INC_002597,"For a while we were safe with Lapranche sealed away by Bubble's magic, but Lapranche will surely send disasters our way to distract us while she builds her power back up.","Untuk sementara kami aman dengan Lapranche disegel oleh sihir Bubble, tetapi Lapranche pasti akan mengirim bencana ke arah kami untuk mengalihkan perhatian kami sementara dia membangun kembali kekuatannya."
PROPQUEST_SCENARIO_INC_002598,You should go speak to the Mayor of Darken City as quickly as possible to see if anything has been reported...,Kamu harus berbicara dengan Mayor of Darken City secepat mungkin untuk melihat apakah ada yang dilaporkan..
PROPQUEST_SCENARIO_INC_002599,Check with the Mayor of Darken City and see if news of a disaster has been reported!,Hubungi Mayor of Darken City dan lihat apakah berita tentang bencana telah dilaporkan!
PROPQUEST_SCENARIO_INC_002600,"Whyyyy, why won't you help us? Are you secretly working with Shade!?","Kenapaaaa, kenapa kamu tidak mau membantu kami? Apakah Anda diam-diam bekerja dengan Shade !?"
PROPQUEST_SCENARIO_INC_002601,So Lapranche was released from her prison after all these years... ,Jadi Lapranche dibebaskan dari penjaranya setelah bertahun-tahun.. 
PROPQUEST_SCENARIO_INC_002602,Go speak with the Mayor of Darken City!,Bicaralah dengan Mayor of Darken City!
PROPQUEST_SCENARIO_INC_002603,Report to the Mayor of Darken City.,Laporkan ke Mayor of Darken City.
PROPQUEST_SCENARIO_INC_002604,There's Something in the Water,Ada Sesuatu di Air
PROPQUEST_SCENARIO_INC_002605,"It was reported a few hours ago that a wall near where the Syliaca roam recently burst open, flooding the caves. Something this destructive has not happened in many years... I am certain this was caused by Lapranche's meddling.","Dilaporkan beberapa jam yang lalu bahwa tembok di dekat tempat penjelajahan Sylica baru-baru ini pecah, membanjiri gua. Sesuatu yang merusak ini belum pernah terjadi selama bertahun-tahun.. Aku yakin ini disebabkan oleh campur tangan Lapranche."
PROPQUEST_SCENARIO_INC_002606,"I wish to investigate the matter, but I have to attend to my duties here in the city.","Saya ingin menyelidiki masalah ini, tetapi saya harus menjalankan tugas saya di kota ini."
PROPQUEST_SCENARIO_INC_002607,Collect enough samples of Syliaca to see if the flood has caused any mutations in their DNA.,Kumpulkan sampel Syliaca yang cukup untuk melihat apakah banjir menyebabkan mutasi pada DNA mereka.
PROPQUEST_SCENARIO_INC_002608,"Without your help, who knows when I'll have time to investigate this matter...","Tanpa bantuanmu, siapa tahu kapan punya waktu untuk menyelidiki masalah ini.."
PROPQUEST_SCENARIO_INC_002609,Fascinating! After analyzing the Syliaca samples it seems the water in the flood contains a magic component that affects the Syliaca's brain.,Memukau! Setelah menganalisis sampel Syliaca tampaknya air di banjir mengandung komponen ajaib yang memengaruhi otak Syliaca.
PROPQUEST_SCENARIO_INC_002610,The hormones of these Syliaca seem to affect how aggressive they will become. And their teeth are somehow much sharper than before...,Hormon-hormon Syliaca ini tampaknya memengaruhi seberapa agresif mereka nantinya. Dan gigi mereka entah bagaimana jauh lebih tajam dari sebelumnya..
PROPQUEST_SCENARIO_INC_002611,Collect 20 Syliaca DNA.,Kumpulkan 20 Syliaca DNA.
PROPQUEST_SCENARIO_INC_002612,The Hidden Cavern,Gua yang Tersembunyi
PROPQUEST_SCENARIO_INC_002613,"If the water from the flood continues to affect the masquerpets in the Cave of Envy, soon they may become too strong for our forces to overcome. We must find the broken wall and see if a repair is possible.","Jika air dari banjir terus mempengaruhi topeng di Cave of Envy, mereka mungkin akan segera menjadi terlalu kuat untuk diatasi oleh kekuatan kita. Kita harus menemukan tembok yang rusak dan melihat apakah mungkin diperbaiki."
PROPQUEST_SCENARIO_INC_002614,The hole must be near the Syliaca... find it and determine if the damage is reparable.,Lubang tersebut harus berada di dekat Syliaca.. temukan dan tentukan apakah kerusakannya dapat diperbaiki.
PROPQUEST_SCENARIO_INC_002615,"If we leave the break in the walls of the Cave of Envy for too long, this situation will become an even bigger disaster.","Jika kita membiarkan celah di dinding Cave of Envy terlalu lama, situasi ini akan menjadi bencana yang lebih besar."
PROPQUEST_SCENARIO_INC_002616,"So behind the wall seems to be a large, ornate cavern... What has Lapranche opened up to the world!?",Jadi di balik dinding tampak sebuah gua besar berornamen.. Apa yang Lapranche telah buka untuk dunia!?
PROPQUEST_SCENARIO_INC_002617,Find the damaged wall in the Cave of Envy.,Temukan tembok yang rusak di Cave of Envy.
PROPQUEST_SCENARIO_INC_002618,Search for the damaged wall in the Cave of Envy.,Cari dinding yang rusak di Cave of Envy.
PROPQUEST_SCENARIO_INC_002619,Something Fishy,Sesuatu yang Mencurigakan
PROPQUEST_SCENARIO_INC_002620,Thank you for finding the break in the wall... I have sent a guard to prevent unsuspecting travelers from entering the cavern.,Terima kasih telah menemukan celah di dinding.. Aku telah mengirimkan penjaga untuk mencegah traveler yang tidak menaruh curiga memasuki gua.
PROPQUEST_SCENARIO_INC_002621,I believe our next step will be to explore the cavern and see what Lapranche has unleashed upon us...,Aku percaya langkah kita selanjutnya adalah menjelajahi gua dan melihat apa yang telah dilepaskan Lapranche kepada kita..
PROPQUEST_SCENARIO_INC_002622,Please travel back to the cavern and speak with the guard out front for your next assignment.,Silakan kembali ke gua dan berbicara dengan penjaga di depan untuk tugas Anda berikutnya.
PROPQUEST_SCENARIO_INC_002623,Oh... is there another assignment you are tied up with already?,Oh .. apakah ada tugas lain yang sudah terikat denganmu?
PROPQUEST_SCENARIO_INC_002624,"Hello there, I was expecting you.","Halo, saya sedang menunggu Anda."
PROPQUEST_SCENARIO_INC_002625,Seek out the guard in front of the Envy Depths.,Cari penjaga di depan Envy Depths.
PROPQUEST_SCENARIO_INC_002626,Meet with the guard outside the Envy Depths.,Bertemu dengan penjaga di luar Envy Depths.
PROPQUEST_SCENARIO_INC_002627,Envy Depths Part 3,Envy Depths Part 3
PROPQUEST_SCENARIO_INC_002628,Growing Gills,Growing Gills
PROPQUEST_SCENARIO_INC_002629,"After being assigned to my post here in the Cave of Envy, I've witnessed dozens of Syliaca enter the waters of the cavern behind me. If what the mayor said is true... those Syliaca may have grown into something much stronger by now. An investigation is in order.","Setelah ditugaskan ke pos saya di sini di Cave of Envy, aku telah menyaksikan puluhan Syliaca memasuki perairan gua di belakangku. Jika apa yang dikatakan walikota itu benar.. Syliaca itu mungkin telah tumbuh menjadi sesuatu yang jauh lebih kuat sekarang. Investigasi sedang dilakukan."
PROPQUEST_SCENARIO_INC_002630,Head inside the cavern behind me and find out what have happened to the Syliaca.,Pergilah ke dalam gua di belakangku dan cari tahu apa yang terjadi pada Syliaca.
PROPQUEST_SCENARIO_INC_002631,You seem strong enough to handle a few empowered Syliaca... but maybe not.,Kamu tampaknya cukup kuat untuk menangani beberapa Syliaca yang diberdayakan.. tapi mungkin tidak.
PROPQUEST_SCENARIO_INC_002632,Very interesting... so the Syliaca have turned into Overgrown Sharks after ingesting the cavern's magic waters. I am curious what else may be living within the cavern...,Sangat menarik.. jadi Syliaca telah berubah menjadi Overgrown Sharks setelah menelan air ajaib gua. Aku ingin tahu apa lagi yang mungkin hidup di dalam gua ..
PROPQUEST_SCENARIO_INC_002633,Find out what have become of the Syliaca that entered the cavern.,Cari tahu apa yang terjadi pada Syliaca yang memasuki gua.
PROPQUEST_SCENARIO_INC_002634,Kill 25 Overgrown Shark.,Bunuh 25 Overgrown Shark.
PROPQUEST_SCENARIO_INC_002635,Poor Unfortunate Souls,Jiwa-jiwa Malang yang Malang
PROPQUEST_SCENARIO_INC_002636,"With the Overgrown Sharks out of the way, you can find out what lies deeper within the cavern.","Dengan Menyingkirkan Overgrown Sharks, Anda dapat menemukan apa yang ada lebih dalam di dalam gua."
PROPQUEST_SCENARIO_INC_002637,Go back inside the cavern and seek out what caused the Cave of Envy to flood.,Kembalilah ke dalam gua dan cari tahu apa yang menyebabkan Cave of Envy meluap.
PROPQUEST_SCENARIO_INC_002638,"Don't give up now, you've nearly figured out the secret to this cave.","Jangan menyerah sekarang, Anda hampir menemukan rahasia gua ini."
PROPQUEST_SCENARIO_INC_002639,It's incredible that life has been hidden here this whole time! It's a shame the Mermaid Beauties were so vicious. Likely influenced by the magical waters just as the Syliaca were.,Sungguh luar biasa bahwa hidup telah tersembunyi di sini selama ini! Sayang sekali Mermaid Beauties begitu kejam. Kemungkinan dipengaruhi oleh air ajaib seperti halnya Syliaca.
PROPQUEST_SCENARIO_INC_002640,Go deeper into the cavern.,Masuk lebih dalam ke gua.
PROPQUEST_SCENARIO_INC_002641,Kill 25 Mermaid Beauty.,Bunuh 25 Mermaid Beauty.
PROPQUEST_SCENARIO_INC_002642,Call of the Siren,Call of the Siren
PROPQUEST_SCENARIO_INC_002643,I am curious if additional life lives within the cavern. Sadly whatever remains in the tainted waters has likely gone feral by now. More samples from the masquerpets within may reveal the true nature of what this place represents.,Saya ingin tahu apakah kehidupan tambahan hidup di dalam gua. Sayangnya apa pun yang tersisa di perairan yang tercemar kemungkinan besar sudah menjadi liar sekarang. Lebih banyak sampel dari topeng di dalamnya dapat mengungkapkan sifat sebenarnya dari apa yang diwakili oleh tempat ini.
PROPQUEST_SCENARIO_INC_002644,Go back inside the cavern and collect samples from any masquerpets that remain.,Kembali ke dalam gua dan kumpulkan sampel dari topeng yang tersisa.
PROPQUEST_SCENARIO_INC_002645,There's no time to worry over what you may encounter... Trust in your own power.,Tidak ada waktu untuk mengkhawatirkan apa yang mungkin kamu temui.. Percayalah pada kekuatanmu sendiri.
PROPQUEST_SCENARIO_INC_002646,"Wow, these artifacts are pulsing with power! No normal being could handle something like this without becoming corrupted. It appears as if these artifacts have been present here for hundreds or thousands of years...","Wow, artefak ini berdenyut dengan kekuatan! Tidak ada makhluk normal yang dapat menangani hal seperti ini tanpa menjadi rusak. Tampaknya artefak ini telah ada di sini selama ratusan atau ribuan tahun.."
PROPQUEST_SCENARIO_INC_002647,Collect samples from any remaining masquerpets that are in the cavern.,Kumpulkan sampel dari topeng yang tersisa yang ada di dalam gua.
PROPQUEST_SCENARIO_INC_002648,Collect 20 Echo of Herness.,Kumpulkan 20 Echo of Herness.
PROPQUEST_SCENARIO_INC_002649,Davy Jones' Locker,Davy Jones' Locker
PROPQUEST_SCENARIO_INC_002650,No wonder Lapranche released the powers hidden within the Envy Depths... She has certainly bought time to work towards her own goals while you deal with this.,Tidak heran Lapranche melepaskan kekuatan yang tersembunyi di dalam Envy Depths.. Dia pasti mengulur waktu untuk bekerja menuju tujuannya sendiri saat kamu menangani ini.
PROPQUEST_SCENARIO_INC_002651,I believed the masquerpets that you gathered samples from were the last remaining creatures within the cavern... but certainly you hear the roar coming from within the cavern now?,Aku percaya topeng yang kamu kumpulkan sampelnya adalah makhluk terakhir yang tersisa di dalam gua .. tetapi tentu saja kamu mendengar suara gemuruh yang berasal dari dalam gua sekarang?
PROPQUEST_SCENARIO_INC_002652,"Only the roar of a mighty creature emanates the cavern now... Slay whatever beast is within. If you survive, deliver a report of your victory to the Mayor of Darken City.","Hanya raungan makhluk perkasa yang keluar dari gua sekarang .. Bunuh binatang apa pun yang ada di dalamnya. Jika kamu selamat, sampaikan laporan kemenangan kepada Mayor of Darken City."
PROPQUEST_SCENARIO_INC_002653,That roar is terrifying... steel your emotions and return to me when you are ready to find out what it is.,Raungan itu menakutkan .. kuatkan emosimu dan kembalilah padaku ketika kamu siap untuk mencari tahu apa itu.
PROPQUEST_SCENARIO_INC_002654,So all along the sealed chamber was an altar to an ancient being... I suppose the myths of the water god Herness may be more than a myth after all.,Jadi di sepanjang ruangan yang disegel itu terdapat altar bagi makhluk kuno.. Kurasa mitos dewa air Herness mungkin lebih dari sekadar mitos.
PROPQUEST_SCENARIO_INC_002655,"Well, with the Great Kraken defeated at least the danger that Lapranche brought to our feet has ended... for now.","Nah, dengan Great Kraken dikalahkan setidaknya bahaya yang dibawa Lapranche ke kaki kita telah berakhir .. untuk saat ini."
PROPQUEST_SCENARIO_INC_002656,I congratulate you on making it out of there alive. Expect the repercussions of releasing Lapranche to be upon us one day though...,Aku mengucapkan selamat kepadamu karena berhasil keluar dari sana hidup-hidup. Harapkan dampak dari melepaskan Lapranche akan menimpa kita suatu hari nanti..
PROPQUEST_SCENARIO_INC_002657,Head inside the Envy Depths and eliminate whatever is causing that awful noise.,Pergilah ke dalam Envy Depths dan singkirkan apa pun yang menyebabkan kebisingan yang mengerikan itu.
PROPQUEST_SCENARIO_INC_002658,Kill the Great Kraken.,Bunuh the Great Kraken.
PROPQUEST_SCENARIO_INC_002659,The Twisted Sanctuary Part 1,The Twisted Sanctuary Part 1
PROPQUEST_SCENARIO_INC_002660,Bear's Endurance,Bear's Endurance
PROPQUEST_SCENARIO_INC_002661,There has been a disturbance in the flow of Madrigal's magic lately... I've heard rumors that an unsuspecting adventurer released the Black Magician from their prison. ,Ada gangguan dalam aliran sihir Madrigal akhir-akhir ini.. Aku mendengar desas-desus bahwa seorang petualang yang tidak menaruh curiga melepaskan Black Magician dari penjara mereka. 
PROPQUEST_SCENARIO_INC_002662,"The current Black Magician named Lapranche is also sometimes known as the Purple Magician. She has an incredible power that is lost to all of today's magicians, including myself. Lapranche can summon the will of Shade to cast Purple Magic, recreating parts of the world in Shade's image.","Black Magician saat ini bernama Lapranche juga terkadang dikenal sebagai Purple Magician. Dia memiliki kekuatan luar biasa yang hilang dari semua penyihir saat ini, termasuk saya. Lapranche dapat memanggil keinginan Shade to cast Purple Magic, menciptakan kembali bagian dunia dalam gambar Shade."
PROPQUEST_SCENARIO_INC_002663,"As of now we stand no chance in a battle with Lapranche... even I have grown too weak to defeat her, my former pupil. She is certainly in a weakened state, so there is time to prepare. Expect Lapranche to bide her time by causing choas around Madrigal. For now we must build our strength.","Sampai sekarang kami tidak memiliki peluang dalam pertempuran dengan Lapranche .. bahkan aku menjadi terlalu lemah untuk mengalahkannya, mantan muridku. Dia pasti dalam keadaan lemah, jadi ada waktu untuk bersiap. Harapkan Lapranche menunggu waktunya dengan menyebabkan kekacauan di sekitar Madrigal. Untuk saat ini kita harus membangun kekuatan kita."
PROPQUEST_SCENARIO_INC_002664,"Before we move forward with the plan... I need you to prove that you are strong enough to fend for yourself. Bring me 50 Bearnerky Fang, then we can move forward with preparations.","Sebelum kita melanjutkan rencananya.. Aku ingin kamu membuktikan bahwa kamu cukup kuat untuk menjaga diri sendiri. Bawakan aku 50 Bearnerky Fang, lalu kita bisa melanjutkan persiapan."
PROPQUEST_SCENARIO_INC_002665,"If we are not prepared, Lapranche could unleash evil more terrible than us mortals could ever hope to face.","Jika kita tidak siap, Lapranche dapat melepaskan kejahatan yang lebih mengerikan daripada yang bisa kita harapkan untuk dihadapi oleh manusia fana."
PROPQUEST_SCENARIO_INC_002666,I hope you understand my hesitance... the power of Purple Magic is nothing to play with. We may start work on the plan now.,Ku harap kamu memahami keragu-raguanku .. kekuatan Purple Magic tidak ada artinya. Kami mungkin mulai mengerjakan rencananya sekarang.
PROPQUEST_SCENARIO_INC_002667,Go defeat Bearnerky until you have collected 50 Bearnerky Fang.,Kalahkan Bearnerky sampai Anda mengumpulkan 50 Bearnerky Fang.
PROPQUEST_SCENARIO_INC_002668,Collect 50 Bearnerky Fang.,Kumpulkan 50 Bearnerky Fang.
PROPQUEST_SCENARIO_INC_002669,Brother in Arms,Brother in Arms
PROPQUEST_SCENARIO_INC_002670,"There is no hope in standing against Lapranche on our own. We must build an army of warriors, ensuring each is equipped with the weapons and armor needed to succeed.","Tidak ada harapan untuk berdiri sendiri melawan Lapranche. Kita harus membangun pasukan prajurit, memastikan masing-masing dilengkapi dengan senjata dan baju besi yang dibutuhkan untuk berhasil."
PROPQUEST_SCENARIO_INC_002671,"In the Deadwallderness lives a smelter who has experience with unique requests. Tell Nein of our plan, and see what help he can offer.","Di Deadwallderness tinggal seorang pelebur yang memiliki pengalaman dengan permintaan unik. Beri tahu Nein tentang rencana kita, dan lihat bantuan apa yang bisa dia tawarkan."
PROPQUEST_SCENARIO_INC_002672,"*Scoff* What, will you smelt the materials for equipment all on your own?","*Mencemooh* Apa, akankah kau melebur material untuk peralatan sendiri?"
PROPQUEST_SCENARIO_INC_002673,"So there's trouble... Well if Laola has sent you, I am much obliged to help if I can.","Jadi ada masalah.. Nah kalau Laola sudah kirim, aku sangat wajib membantu kalau bisa."
PROPQUEST_SCENARIO_INC_002674,"Find Nein in the Deadwallderness, and see what he requires to help us equip an army.","Temukan Nein di Deadwallderness, dan lihat apa yang dia butuhkan untuk membantu kita melengkapi pasukan."
PROPQUEST_SCENARIO_INC_002675,Speak with Nein.,Bicaralah dengan Nein.
PROPQUEST_SCENARIO_INC_002676,Tough as Steel,Tangguh seperti Baja
PROPQUEST_SCENARIO_INC_002677,"Based on Laola's instructions, you'll need to help me gather enough metal scraps for a small army... That might take a while.","Berdasarkan instruksi Laola, kamu harus membantu mengumpulkan potongan logam yang cukup untuk pasukan kecil.. Itu mungkin memakan waktu cukup lama."
PROPQUEST_SCENARIO_INC_002678,"To get started on the crafting materials for an army of armor, collect 200 of the Muffrin's metal buckets.","Untuk memulai bahan kerajinan untuk pasukan baju besi, kumpulkan 200 ember logam Muffrin."
PROPQUEST_SCENARIO_INC_002679,Finding the right metals will be difficult on your own...,Menemukan logam yang tepat akan sulit sendiri..
PROPQUEST_SCENARIO_INC_002680,Thank you for your efforts. I know gathering this much metal must have taken a toll on you.,Terima kasih untuk usaha Anda. Saya tahu mengumpulkan logam sebanyak ini pasti merugikan Anda.
PROPQUEST_SCENARIO_INC_002681,Collect 200 buckets from the Muffrins that roam the Deadwallderness.,Kumpulkan 200 ember dari Muffrin yang berkeliaran di Deadwallderness.
PROPQUEST_SCENARIO_INC_002682,Collect 200 Muffrin Bucket.,Kumpulkan 200 Muffrin Bucket.
PROPQUEST_SCENARIO_INC_002683,High Quality Goods,Barang Berkualitas Tinggi
PROPQUEST_SCENARIO_INC_002684,Smelting all this metal down for use will take a while. You may want to find an armorsmith to determine what else will be needed until I finish my work.,Peleburan semua logam ini untuk digunakan akan memakan waktu cukup lama. Anda mungkin ingin mencari tukang senjata untuk menentukan apa lagi yang dibutuhkan sampai saya menyelesaikan pekerjaan saya.
PROPQUEST_SCENARIO_INC_002685,Out in the Village of Kan there is a talented craftsman named Chenbing Khan who can guide you further.,Diluar Desa Kan ada pengrajin berbakat bernama Chenbing Khan yang dapat membimbing Anda lebih jauh.
PROPQUEST_SCENARIO_INC_002686,"Well you could just wait here... but time is ticking, better to get other tasks out of the way.","Kamu bisa saja menunggu di sini.. tetapi waktu terus berjalan, lebih baik selesaikan tugas lain."
PROPQUEST_SCENARIO_INC_002687,"It's nice Nein thinks enough of me to send you my way. I run a humble armor shop here in my village, and know all the secrets of how to improve simple weapons into deadly munitions.","Sangat menyenangkan Nein cukup memikirkan saya untuk mengirim Anda ke jalan saya. Saya menjalankan toko senjata sederhana di sini di desa saya, dan mengetahui semua rahasia bagaimana meningkatkan senjata sederhana menjadi amunisi yang mematikan."
PROPQUEST_SCENARIO_INC_002688,Go find Chenbing in the Village of Kan and give him a hand collecting crafting materials.,Temui Chenbing di Desa Kan dan bantu dia mengumpulkan bahan kerajinan.
PROPQUEST_SCENARIO_INC_002689,Speak with Chenbing.,Bicaralah dengan Chenbing.
PROPQUEST_SCENARIO_INC_002690,The Twisted Sanctuary Part 2,Tempat Suci yang Memutar Bagian 2
PROPQUEST_SCENARIO_INC_002691,Gotta Catch Them All,Harus menangkap mereka semua
PROPQUEST_SCENARIO_INC_002692,"We won't be able to craft any armor until Nein has completed smelting the Muffrin's buckets into something suitable. But once Nein is complete, we will need several materials only found from rare creatures known as Catchers.","Kami tidak akan dapat membuat baju besi apa pun sampai Nein selesai melebur ember Muffrin menjadi sesuatu yang cocok. Tapi begitu Nein selesai, kita membutuhkan beberapa bahan yang hanya ditemukan dari makhluk langka yang dikenal sebagai Catchers."
PROPQUEST_SCENARIO_INC_002693,"Catchers can be found all over Madrigal, but luckily for you all the most common catchers appear in Darkon 3. Collect 500 of each Catcher's material, then head back to Nein to collect the smelted metal.","Penangkap dapat ditemukan di seluruh Madrigal, tetapi untungnya bagi Anda semua penangkap yang paling umum muncul di Darkon 3. Kumpulkan 500 dari setiap bahan Catcher, lalu kembali ke Nein untuk mengumpulkan logam yang dilebur."
PROPQUEST_SCENARIO_INC_002694,Collecting materials from Catchers is quite simple... I have a book on how to gather them in my tent if you need a reference.,Mengumpulkan bahan dari Catchers cukup sederhana.. Aku punya buku tentang cara mengumpulkannya di tenda jika kamu membutuhkan referensi.
PROPQUEST_SCENARIO_INC_002695,Perfect timing! I just finished smelting down all the metal into something of use.,Waktu yang tepat! Saya baru saja selesai melebur semua logam menjadi sesuatu yang berguna.
PROPQUEST_SCENARIO_INC_002696,"Catchers are rare, but Darkon 3 has them all. Keep looking, and make sure to equip your Collector weapon to harvest a Catcher after you defeat it.","Catcher sangat jarang, tetapi Darkon 3 memiliki semuanya. Terus mencari, dan pastikan untuk melengkapi senjata Kolektor Anda untuk memanen Catcher setelah Anda mengalahkannya."
PROPQUEST_SCENARIO_INC_002697,"Collect 500 Erons, Krasec, Mineral, and Guru.","Kumpulkan 500 Eron, Krasec, Mineral, dan Guru."
PROPQUEST_SCENARIO_INC_002698,Crafting an Army,Membuat Tentara
PROPQUEST_SCENARIO_INC_002699,"With the smelting complete, it's time to craft an army's worth of armor!","Dengan peleburan selesai, saatnya untuk membuat baju besi senilai pasukan!"
PROPQUEST_SCENARIO_INC_002700,"Alright, head back to Chenbing. Work with him to start crafting the armor we'll need to win the battle against Lapranche!","Baiklah, kembali ke Chenbing. Bekerja dengannya untuk mulai membuat baju zirah yang kita perlukan untuk memenangkan pertempuran melawan Lapranche!"
PROPQUEST_SCENARIO_INC_002701,Crafting is tough work. It's not for everybody.,Kerajinan adalah pekerjaan yang sulit. Ini bukan untuk semua orang.
PROPQUEST_SCENARIO_INC_002702,"Well done, we have everything needed to bolster an army of adventurers against the Black Magician!","Kerja bagus, kami memiliki semua yang dibutuhkan untuk memperkuat pasukan petualang melawan Black Magician!"
PROPQUEST_SCENARIO_INC_002703,Head back to Chenbing to help craft armaments.,Kembali ke Chenbing untuk membantu membuat persenjataan.
PROPQUEST_SCENARIO_INC_002704,Meet with Chenbing.,Bertemu dengan Chenbing.
PROPQUEST_SCENARIO_INC_002705,A Loud Bang!,Ledakan Keras!
PROPQUEST_SCENARIO_INC_002706,Look at all this steel. We'll have an army up and running in no time!,Lihatlah semua baja ini. Kami akan memiliki pasukan dan berlari dalam waktu singkat!
